,Link,Total Values,Total Weights,Time
0,/content/kplib/08SpannerWeaklyCorrelated/n00050/R10000/s085.kp,122844,48633,45.22415066
0,/content/kplib/08SpannerWeaklyCorrelated/n00100/R10000/s081.kp,202120,114080,79.68683863
0,/content/kplib/08SpannerWeaklyCorrelated/n00200/R10000/s050.kp,354276,173970,137.2854264
0,/content/kplib/08SpannerWeaklyCorrelated/n00500/R10000/s088.kp,1464629,369127,314.5136611
0,/content/kplib/08SpannerWeaklyCorrelated/n01000/R10000/s041.kp,3183930,757062,602.8391621
0,/content/kplib/09SpannerStronglyCorrelated/n00050/R10000/s058.kp,204419,45419,46.54597282
0,/content/kplib/09SpannerStronglyCorrelated/n00100/R10000/s004.kp,417611,44611,80.33436227
0,/content/kplib/09SpannerStronglyCorrelated/n00200/R10000/s087.kp,674740,79740,139.0732441
0,/content/kplib/09SpannerStronglyCorrelated/n00500/R10000/s043.kp,2347012,463012,310.2551906
0,/content/kplib/09SpannerStronglyCorrelated/n01000/R10000/s042.kp,4963381,794381,593.8464398
0,/content/kplib/10MultipleStronglyCorrelated/n00050/R10000/s006.kp,205158,133158,46.40815568
0,/content/kplib/10MultipleStronglyCorrelated/n00100/R10000/s076.kp,390407,242407,80.02884603
0,/content/kplib/10MultipleStronglyCorrelated/n00200/R10000/s032.kp,779909,482909,138.9359343
0,/content/kplib/10MultipleStronglyCorrelated/n00500/R10000/s033.kp,1980924,1233924,313.2178161
0,/content/kplib/10MultipleStronglyCorrelated/n01000/R10000/s057.kp,3926323,2469323,602.3606687
0,/content/kplib/11ProfitCeiling/n00050/R10000/s052.kp,113853,113868,44.62849426
0,/content/kplib/11ProfitCeiling/n00100/R10000/s001.kp,253632,253672,77.93549919
0,/content/kplib/11ProfitCeiling/n00200/R10000/s055.kp,502323,502415,132.9131095
0,/content/kplib/11ProfitCeiling/n00500/R10000/s052.kp,1238859,1239065,303.7014401
0,/content/kplib/11ProfitCeiling/n01000/R10000/s044.kp,2422995,2423458,581.815346
0,/content/kplib/12Circle/n00050/R10000/s011.kp,8430502,126464,44.95094228
0,/content/kplib/12Circle/n00100/R10000/s009.kp,14865234,222990,78.11690426
0,/content/kplib/12Circle/n00200/R10000/s083.kp,34653820,519834,138.0487571
0,/content/kplib/12Circle/n00500/R10000/s014.kp,82646680,1239764,299.6836584
0,/content/kplib/12Circle/n01000/R10000/s068.kp,167004144,2505191,578.0492446
