,Link,Total Values,Total Weights,Time
0,/content/kplib/06UncorrelatedWithSimilarWeights/n00200/R10000/s037.kp,73510,9904917,56.69379187
0,/content/kplib/06UncorrelatedWithSimilarWeights/n00500/R10000/s050.kp,184376,24712086,131.9282284
0,/content/kplib/06UncorrelatedWithSimilarWeights/n01000/R10000/s035.kp,360651,49523768,251.7077668
0,/content/kplib/07SpannerUncorrelated/n00050/R10000/s049.kp,34230,61342,18.65251875
0,/content/kplib/07SpannerUncorrelated/n00100/R10000/s045.kp,117227,56680,32.36064196
0,/content/kplib/07SpannerUncorrelated/n00200/R10000/s035.kp,337808,394259,56.45167017
0,/content/kplib/07SpannerUncorrelated/n00500/R10000/s015.kp,759612,581213,126.2023888
0,/content/kplib/07SpannerUncorrelated/n01000/R10000/s063.kp,949621,1688778,251.3311875
0,/content/kplib/08SpannerWeaklyCorrelated/n00050/R10000/s085.kp,122844,48633,18.8190856
0,/content/kplib/08SpannerWeaklyCorrelated/n00100/R10000/s081.kp,202120,114080,31.68375587
0,/content/kplib/08SpannerWeaklyCorrelated/n00200/R10000/s050.kp,356188,174052,55.70767045
0,/content/kplib/08SpannerWeaklyCorrelated/n00500/R10000/s088.kp,1460549,369193,130.6052511
0,/content/kplib/08SpannerWeaklyCorrelated/n01000/R10000/s041.kp,3184811,756925,252.6876638
0,/content/kplib/09SpannerStronglyCorrelated/n00050/R10000/s058.kp,204419,45419,19.1987164
0,/content/kplib/09SpannerStronglyCorrelated/n00100/R10000/s004.kp,417611,44611,31.97424245
0,/content/kplib/09SpannerStronglyCorrelated/n00200/R10000/s087.kp,677736,79736,56.68710542
0,/content/kplib/09SpannerStronglyCorrelated/n00500/R10000/s043.kp,2347012,463012,129.6297009
0,/content/kplib/09SpannerStronglyCorrelated/n01000/R10000/s042.kp,4930773,794773,249.3795178
0,/content/kplib/10MultipleStronglyCorrelated/n00050/R10000/s006.kp,204942,132942,19.63062334
0,/content/kplib/10MultipleStronglyCorrelated/n00100/R10000/s076.kp,388403,242403,32.57189083
0,/content/kplib/10MultipleStronglyCorrelated/n00200/R10000/s032.kp,783927,482927,57.24164724
0,/content/kplib/10MultipleStronglyCorrelated/n00500/R10000/s033.kp,1965447,1234447,129.8033307
0,/content/kplib/10MultipleStronglyCorrelated/n01000/R10000/s057.kp,3892890,2469890,250.8084056
0,/content/kplib/11ProfitCeiling/n00050/R10000/s052.kp,113850,113868,18.48269701
0,/content/kplib/11ProfitCeiling/n00100/R10000/s001.kp,253632,253670,31.1466763
0,/content/kplib/11ProfitCeiling/n00200/R10000/s055.kp,502338,502415,54.83532071
0,/content/kplib/11ProfitCeiling/n00500/R10000/s052.kp,1238868,1239065,124.3743899
0,/content/kplib/11ProfitCeiling/n01000/R10000/s044.kp,2423016,2423458,241.2148116
0,/content/kplib/12Circle/n00050/R10000/s011.kp,8430568,126465,19.02423668
0,/content/kplib/12Circle/n00100/R10000/s009.kp,14865236,222990,30.77901983
0,/content/kplib/12Circle/n00200/R10000/s083.kp,34653820,519834,53.70462537
0,/content/kplib/12Circle/n00500/R10000/s014.kp,82646682,1239764,127.4982908
0,/content/kplib/12Circle/n01000/R10000/s068.kp,167004141,2505191,243.8202214
